Product Name,Style Code,Stock Control,Code,Supplier Code,Supplier,Contact ID
KICKPLATE 870 X 810 X 1.2 SSS,KP870810SSS,FIFO,KP870810SSS,KP870810SSS,Glenside Engineering,1872
KICKPLATE 860 X 810 X 1.2 SSS,KP860810SSS,FIFO,KP860810SSS,KP860810SSS,Glenside Engineering,1872
KICKPLATE 820 X 830 X 1.2 SSS,KP820830SSS,FIFO,KP820830SSS,KP820830SSS,Glenside Engineering,1872
KICKPLATE 820 X 810 X 1.2 SSS,KP820810SSS,FIFO,KP820810SSS,KP820810SSS,Glenside Engineering,1872
KICKPLATE 810 X 830 X 1.2 SSS,KP810830SSS,FIFO,KP810830SSS,KP810830SSS,Glenside Engineering,1872
KICKPLATE 495 X 810 X 1.2 SSS,KP495810SSS,FIFO,KP495810SSS,KP495810SSS,Glenside Engineering,1872
KICKPLATE 970X250X1.2SSS,KP970250SSS,FIFO,KP970250SSS,KP970250SSS,Glenside Engineering,1872
KICKPLATE 470X250X1.2SSS,KP470250SSS,FIFO,KP470250SSS,KP470250SSS,Glenside Engineering,1872
KICKPLATE 880X250X1.2SSS,KP880250SSS,FIFO,KP880250SSS,KP880250SSS,Glenside Engineering,1872
KICKPLATE 865X250X1.2SSS,KP865250SSS,FIFO,KP865250SSS,KP865250SSS,Glenside Engineering,1872
KICKPLATE 490X500X1.2SSS,KP490500SSS,FIFO,KP490500SSS,KP490500SSS,Glenside Engineering,1872
KICKPLATE 460X500X1.2SSS,KP460500SSS,FIFO,KP460500SSS,KP460500SSS,Glenside Engineering,1872
KICKPLATE 895X500X1.2SSS,KP895500SSS,FIFO,KP895500SSS,KP895500SSS,Glenside Engineering,1872
LEGGE 990 ESCAPE DEADLOCK L/H,L9D12S,Batch,LPD12S,L9D12S,Allegion (New Zealand) Limited,6833
K1 CYLINDER KEY,K1KEY,FIFO,K1,K1,Lsc NZ Ltd,1898
WHITCO TASMAN CYL EURO LAZY CAM5PIN DBL CYL KD,LAW841200,Batch,LAW841200,LW841200,Assa Abloy New Zealand Limited,6840
LOCKWOOD LEICHHARDT STANDARD SLIDING SECURITY DOOR LOCK NO CYLINDER,LALW865317,Batch,LALW865317,LW865317,Assa Abloy New Zealand Limited,6840
LOCKWOOD WHITCO MK2 TASMAN LESS CYL,LALW892117,Batch,LALW892117,LW892117,Assa Abloy New Zealand Limited,6840
2.1Lm LENGTH BULLNOSE BRUSH SEAL (603002),3004SA,FIFO,BD3004SA,SEAL,BEST DOORS LTD,6013
LOCKWOOD 8530-1 LATCH 60MM SC,LA85301S,Batch,LA85301S,L8530-1SC,Assa Abloy New Zealand Limited,6840
HDL OVAL 570 CYLINDER KA4,HDL570CYLKA4SC,FIFO,HDL570CYLKA4SC,35mm/SC/keyalike,WUXI GMB International Corporation,4817
LEGGE 702 SERIES - ALPHA 29 LEVER ON EXTERNAL PLATE WITH CYLINDER - SATIN CHROME PLATE,LA702S,Batch,LPAL702S,LA702S,Allegion (New Zealand) Limited,6833
LEGGE 5300 SERIES - ALPHA LEVER ON EXTERNAL PLATE WITH CYLINDER - SATIN CHROME PLATE,L5300-29S,Batch,LP5300/29S,L5300/29S,Allegion (New Zealand) Limited,6833
LOCKWOOD 002 WITH KNOB TIMBER FRAME STRIKE TP,LAL002-1K1SP,Batch,LAL002-1K1SP,L002-1K1SP,Assa Abloy New Zealand Limited,6840
BRIO 286 NON LOCK HANDLE SET PBK,SFH286NPBK,Batch,SFH286NPBK,SFH286NPBK,Allegion (New Zealand) Limited,6833
WINDSOR GALAXY SERIES - PEGASUS LEVER SET - BLACK,7201-BLK,Batch,WIN7201BLK,7201-BLK,Windsor Brass,2019
WINDSOR HALO SERIES - POLARIS PASSAGE SET WITH 70MM BACKSET - BLACK,9227-BLK,Batch,WIN9227BLK,9227-BLK,Windsor Brass,2019
WINDSOR FUTURA SERIES- PRIVACY SET WITH 60MM BACKSET - BLACK,9034-BLK,Batch,WIN9034BLK,9034-BLK,Windsor Brass,2019
WINDSOR 1101 SERIES - 70MM TUBULAR LATCH (92MM CASE) - MATT BLACK,1101-BLK,Batch,WIN1101BLK,1101-BLK,Windsor Brass,2019
WINDSOR 1254 SERIES - 70MM PRIVACY BOLT - MATT BLACK,1254-BLK,Batch,WIN1254-BLK,1254-BLK,Windsor Brass,2019
MILES NELSON 276-10 CABIN HOOK 200MM SC,MN27610200S,Batch,MN27610200S,276SC10200,Miles Nelson Manufacturing Co Ltd,1915
CYLINDER REKEY CHARGE,REKEY,,REKEY,REKEY,Cin7 Stock Inventory - DO NOT DELETE,6811
PARKING,PARKING,,PARKING,,,#N/A
DORMA BTS84 COVER PLATE 8410 PBB,DO46700022,FIFO,DOBTS84COVERPB,46700024,Dormakaba New Zealand Ltd,1814
DORMA BTS84 COVER PLATE 8410 PBB,DO46700022,FIFO,DOBTS84COVERSIL,46700022,Dormakaba New Zealand Ltd,1814
DORMA TRACK HOLD OPEN SUIT TS91-92-93 96,DOHOGN,Batch,DOHOGN,18570000,Dormakaba New Zealand Ltd,1814
KABA 100X70X2.5MM FAST FIX HINGE,KBKH100,Batch,KBDKH10070FFAFSSS,9.40E+12,Dormakaba New Zealand Ltd,1814
MILES NELSON - DOOR STOP WITH RUBBER RIGHT (TRADE PACK) - STAINLESS STEEL,763SSRB,FIFO,MN763SSRB,763SSRB,Miles Nelson Manufacturing Co Ltd,1915
MILES NELSON - DOOR STOP WITH RUBBER LEFT (TRADE PACK) - STAINLESS STEEL ,763SSLB,FIFO,MN763SSLB,763SSLB,Miles Nelson Manufacturing Co Ltd,1915
LOCKWOOD WEDGELESS HANDLE SF HP LH,LAMC431B,Batch,LAMC431B,MC431B,Assa Abloy New Zealand Limited,6840
4801 SQUARE END PLATE WITH CYLINDER HOLE & 166 LEVER,LA4801/166SC,FIFO,LA4801/166SC,4801/166SC,Assa Abloy New Zealand Limited,6840
 INT SQUARE END PLATE WITH CYLINDER HOLE & LEVER 166,4901/166SC,FIFO,LA4901/166SC,4901/166SC,Assa Abloy New Zealand Limited,6840
LUCKY LINE 40401 SECURE-A-KEY,LL40401,FIFO,LL40401,LUL40401,ATHCO LOCKSMITHS SUPPLIES LTD,80
FREIGHT,FREIGHT,,FREIGHT,FREIGHT,Windsor Brass,2019
 HANDLE  SQUARE/116/160/BRUSHED NICKEL,SO-116-160-BN,FIFO,SO-116-160-BN,SO-116-160-BN,Stefano Orlati Ltd,1927
SCHLAGE REGENT SERIES - R10 LEON PASSAGE LATCH (BOXPACK) - SATIN CHROME PLATE,RLPASSSBX,Batch,SCR10LEOSBX,RLPASSSBX,Allegion (New Zealand) Limited,6833
LEGGE G40S NEP SCP PRIVACY LOCK,LPG2NPRIS,Batch,LPG2NPRIS,G2NPRIS,Allegion (New Zealand) Limited,6833
MILES NELSON - NECKED BOLT 150MM - FLORENTINE BRONZE,269FB10150ECO,Batch,MN26910150B,269FB10150ECO,Miles Nelson Manufacturing Co Ltd,1915
WINDSOR 5263R SERIES - OVERHEAD DOORSTOP - RIGHT HAND - STAINLESS STEEL,5263R-SS,Batch,WIN5263RS,5263R-SS,Windsor Brass,2019
WINDSOR 5263L SERIES - OVERHEAD DOORSTOP - LEFT HAND - STAINLESS STEEL,5263L-SS,Batch,WIN5263LS,5263L-SS,Windsor Brass,2019
ABUS 83CS/50 CLOSE SHACKLE PADLOCK,AB83CS/50C,FIFO,AB83CS/50C,83CS/50KD BOXED,Lsc NZ Ltd,1898
AUTOMOTIVE KEY - STANDARD,K2,FIFO,K2,K2,ATHCO LOCKSMITHS SUPPLIES LTD,80
HDL - CONCEALED MAGNET CATCH - CHROME PLATE,HDLMAGCONC,Batch,HDLMAGCONC,PREPLS22,XIAMEN KINGS MAGNET CO LTD,1888
CLEAR BACKGROUND - SIGN G8C FIRE DOOR P.K.C.,CHADENG8C,Batch,CHADENG8CLEAR,KEEP CLOSED,Chase Graphics Ltd,5578
ABUS PADLOCK 55/40 KA5403,AB55/40KA5403,FIFO,AB55/40KA5403,55/40KA5403,Lsc NZ Ltd,1898
HF CUSHION DOOR STOP,HFCUDSAI,Batch,HFCUDSW,70107265,Soudal Ltd,1863
YALE 2600 SERIES - SLIDE ARM ASSEMBLY TO SUIT Y2600SR DOOR CLOSER - SILVER,Y2600-431SIL,Batch,LAY2600-431SIL,Y2600-431SIL,Assa Abloy New Zealand Limited,6840
YALE 2600 SERIES - DOOR CLOSER WITH BACKCHECK & PARALLEL ARM BRACKET 2-6 - SILVER,YA2600SIL,FIFO,YA2600SIL,YA2600SIL,ASSA ABLOY (CHINA) INVESTMENT COMPANY LIMITED SHANGHAI CHANGNING BRANCH,5117
RAVEN - RAVEN 38 BOTTOM DOOR SEAL AUTO,RP38920CA,Batch,RP38920CA,A38C36,Raven Products Ltd,1955
HDL6000FOREND ONLY - POLISHED BRASS,HDL6000FOREND,FIFO,HDL6000FOREND - BRASS,,Laser Limited,5601
991 FOREND ONLY - POLISHED BRASS,HDL991FOREND - BRASS,FIFO,HDL991FOREND - BRASS,,Laser Limited,5601
LEGGE 712 SERIES - ALPHA 29 LEVER ON INTERNAL PLAIN PLATE - SATIN CHROME PLATE,LA712S,Batch,LPAL712S,LA712S,Allegion (New Zealand) Limited,6833
LEGGE 5306 SERIES - ALPHA LEVER ON INTERNAL PLAIN PLATE - SATIN CHROME PLATE,L5306-29S,Batch,LP5306/29S,L5306/29S,Allegion (New Zealand) Limited,6833
LEGGE 995 C57 PASS 38MM W/F & 5300 ALPH FURN SCP,L95C57S38/5300S,FIFO,LP95C57S38/5300S,L95C57S38/5300S,Allegion (New Zealand) Limited,6833
LEGGE 995 C57 PASS 30MM W/F & 5300 ALPH FURN SCP,L95C57S30/5300S,FIFO,LP95C57S30/5300S,L95C57S30/5300S,Allegion (New Zealand) Limited,6833
G96 HO DEVICE,DO24700000199,Batch,DO24700000199,2.47E+10,Dormakaba New Zealand Ltd,1814
YALE 2600 SERIES -DROP PLATE TO SUIT Y2600 DOOR CLOSER - SILVER,Y2600-180SIL,Batch,LAY2600-180SIL,Y2600-180SIL,Assa Abloy New Zealand Limited,6840
HDL - FLOOR MOUNT DOOR  STOP 1 PCE 29MM - SATIN CHROME,HDLDS1087S,Batch,HDLDS1087S,DSS-010-B,Jiangmen Union Hardware Co. Ltd,5300
LEGGE 995 WOOD FIX MTCE PRIMARY LCK 38MM SC,LP99538WS,Batch,LP99538WS,L95MFWS38,Allegion (New Zealand) Limited,6833
LEGGE 5305 SERIES - ALPHA LEVER ON EXTERNAL PLAIN PLATE - SATIN CHROME PLAIN PLATE,L5305-29S,Batch,LP5305/29S,L5305/29S,Allegion (New Zealand) Limited,6833
IP3 570 SECURITY CYLINDER PLUG,IP3570,FIFO,IP3570,9.40E+12,Dormakaba New Zealand Ltd,1814
IP3 SECURITY KEY,IP3KEY,FIFO,IP3KEY,IP3KEY,Dormakaba New Zealand Ltd,1814
KABA EXPERT A TYPE (E08) ROTOR,KX55K5-V3A/E08,FIFO,KX55K5-V3A/E08,9.40E+12,Dormakaba New Zealand Ltd,1814
KABA  150B #0 BOTTOM PINS,KBPINBOT0,,KBPINBOT0,9.40E+12,Dormakaba New Zealand Ltd,1814
KABA  165B #1 BOTTOM PINS,KBPINBOT1,,KBPINBOT1,9.40E+12,Dormakaba New Zealand Ltd,1814
KABA  180B #2 BOTTOM PINS,KBPINBOT2,,KBPINBOT2,9.40E+12,Dormakaba New Zealand Ltd,1814
KABA  195B #3 BOTTOM PINS,KBPINBOT3,,KBPINBOT3,9.40E+12,Dormakaba New Zealand Ltd,1814
KABA  210B #4 BOTTOM PINS,KBPINBOT4,,KBPINBOT4,9.40E+12,Dormakaba New Zealand Ltd,1814
KABA  225B #5 BOTTOM PINS,KBPINBOT5,,KBPINBOT5,9.40E+12,Dormakaba New Zealand Ltd,1814
KABA  30T #2 TOP PINS,KBPINTOP2,,KBPINTOP2,9.40E+12,Dormakaba New Zealand Ltd,1814
KABA  60T #4 TOP PINS,KBPINTOP4,,KBPINTOP4,9.40E+12,Dormakaba New Zealand Ltd,1814
LEGGE 703 SERIES - ALPHA 29 LEVER ON EXTERNAL PLAIN PLATE - SATIN CHROME PLATE,LA703S,FIFO,LPAL703S,LA703S,Allegion (New Zealand) Limited,6833
202 EXT PLATE-CYL HOLE & LEVER 112 LH,20201NA/112LSS,FIFO,LA20201NA/112LSS,20201NA/112LSS,Assa Abloy New Zealand Limited,6840
202 EXT PLATE-LEVER 112 LH,20205NN/112LSS,FIFO,LA20205NN/112LSS,20205NN/112LSS,Assa Abloy New Zealand Limited,6840
202 EXT PLATE-LEVER 112 RH,20205NN/112RSS,FIFO,LA20205NN/112RSS,20205NN/112RSS,Assa Abloy New Zealand Limited,6840
203 INT PLATE-LEVER 112 LH,20305NN/112LSS,FIFO,LA20305NN/112LSS,20305NN/112LSS,Assa Abloy New Zealand Limited,6840
203 INT PLATE-LEVER 112 RH,20305NN/112RSS,FIFO,LA20305NN/112RSS,20305NN/112RSS,Assa Abloy New Zealand Limited,6840
1801 SQUARE END PLATE WITH CYLINDER HOLE & 112 LEVER,1801/112SC,FIFO,LA1801/112SC,1801/112SC,Assa Abloy New Zealand Limited,6840
1916 INT SQUARE END PLATE W/ P.IND TURNKNOB & LEVER 112,1916/112SC,FIFO,LA1916/112SC,1916/112SC,Assa Abloy New Zealand Limited,6840
WINDSOR 5357 SERIES - MAGNETIC DOOR HOLDER - GRAPHITE NICKEL,5357-GN,Batch,WIN5357-GN,5357-GN,Windsor Brass,2019
LW 270S70 70MM STAINLESS PADLOCK WITH 14MM STAINLESS SHACKLE,LA270S70,FIFO,LA270S70,L270S70/125/6KD,Assa Abloy New Zealand Limited,6840
WINDSOR BRASS HINGE LOOSE PIN FLAT TIP 100MM X 75MM OIL RUBBED BRONZE,WIN5906ORB,FIFO,WIN5906ORB,5906-ORB,Windsor Brass,2019
KICKPLATE 790X300.1.2,KP790300SSS,Batch,KP790300SSS,KP790300SSS,Glenside Engineering,1872
304 STAINLESS STEEL SHEET,304 SS SHEET,FIFO,304 SS SHEET,304 SS SHEET,"Luoyang Huaci Metal Product Co., Ltd",5237
KICKPLATE 690X300.1.2,KP690300,Batch,KP690300SSS,KP690300SSS,Glenside Engineering,1872
KICKPLATE 700X300.1.2,KP700300,Batch,KP700300SSS,KP700300SSS,Glenside Engineering,1872
KICKPLATE 800X300.1.2,KP800300SSS,Batch,KP800300SSS,KP800300SSS,Glenside Engineering,1872
KICKPLATE 820X300.1.2,KP820300,Batch,KP820300SSS,KP820300SSS,Glenside Engineering,1872
KICKPLATE 850X300.1.2,KP850300SSS,Batch,KP850300SSS,KP850300SSS,Glenside Engineering,1872
KICKPLATE 890X300.1.2,KP890300SSS,Batch,KP890300SSS,KP890300SSS,Glenside Engineering,1872
KICKPLATE 855x1200.1.2SSS,KP8551200SSS,FIFO,KP8551200SSS,KP8551200SSS,HDL,5407
KICKPLATE 435X1200.1.2SSS,KP4351200,FIFO,KP4351200SSS,KP4351200SSS,HDL,5407
BOYD B960SS  SINGLE CYLINDER DEADBOLT SC,BOB960SS,FIFO,BOB960SS,9.40E+12,Dormakaba New Zealand Ltd,1814
LKWD 200 RIM NIGHTLATCH SC,LA200SPAO,Batch,LA200SPAO,L200SPAO,Assa Abloy New Zealand Limited,6840
LOCKWOOD DX KPAD 60MM BSET SATIN CHROME,LA3572DXS,Batch,LA3572DXS,L3572DXLSC,Assa Abloy New Zealand Limited,6840
HDL S6 i SECURITY KEY,HDLS6KEY,FIFO,S6iKEY,S6iKEY,Lsc NZ Ltd,1898
BOYD B962SS  DOUBLE CYLINDER DEADLOCK,BOB962SS,FIFO,BOB962SS,9.40E+12,Dormakaba New Zealand Ltd,1814
SECURE 6 G PROFILE SCHLAGE PD,S6G8221,FIFO,S6G8221,S6G8221SC,Lsc NZ Ltd,1898
SECURE 6 G PROFILE SECURITY KEY,S6GK,FIFO,S6GK,S6GKBCOINEDAU,Lsc NZ Ltd,1898
MASTER KEYING CHARGE,MK,,MKEY,,,#N/A
GEN6 - 23B SECURITY KEY,GEN6K_23B,FIFO,23BKEY,LKBG623B/462,Assa Abloy New Zealand Limited,6840
SCHLAGE ARTUS SERIES - NARROW STILE ELECTRIC LOCK 60MM - MATT BLACK,SREART60MB,Batch,SCSREART60MB,SREART60MB,Allegion (New Zealand) Limited,6833
LEGGE 5405 SERIES - 29 ALPHA LEVER ON EXTERNAL PLAIN PLATE - SATIN CHROME PLATE,L5405-29S,Batch,LP5405/29S,L5405/29S,Allegion (New Zealand) Limited,6833
LEGGE 5406 SERIES - 29 ALPHA LEVER ON INTERNAL PLAIN PLATE - SATIN CHROME PLATE,L5406-29S,Batch,LP5406/29S,L5406/29S,Allegion (New Zealand) Limited,6833
SCHLAGE ARTUS SERIES - NARROW STILE ELECTRIC LOCK ESCUTCHEON ONLY - MATT BLACK,SREARTMB,Batch,SCSREARTMB,SREARTMB,Allegion (New Zealand) Limited,6833
PUSH PLATE 180X180.1.2SSS,PP180180,FIFO,PP180180SSS,PP180180SSS,HDL,5407
LCN 4031 SERIES - REG DOOR CLOSER 1-4 - SILVER GREY,LCC25189,Batch,LCN4031REGS,LCC25189,Allegion (New Zealand) Limited,6833
HDL FLUSH BOLT 1240,305SC150,Batch,HDL1240150S,305SC150,Miles Nelson Manufacturing Co Ltd,1915
LOCKWOOD INT PLATE P/HANDLE ENG (PULL),LAL20124GN/75LNT,Batch,LAL21524GN/P2SS,L21524GN/P2SS,Assa Abloy New Zealand Limited,6840
LEGGE Z990201 CAM #1,LPSPCAM1,Batch,LPSPCAM1,Z990201,Allegion (New Zealand) Limited,6833
LOCKWOOD 3572 PRIMARY LOCK SC,LA3572SC,Batch,LA3572SC,L3572SC,Assa Abloy New Zealand Limited,6840
LKWD 3572X STOREROOM LOCK SC,LA3572XS,Batch,LA3572XS,BOM,Assa Abloy New Zealand Limited,6840
HDL - LA250 FLOOR MOUNTED DOOR STOP - SATIN CHROME PLATE,HDLDS250SC,Batch,HDLDS250SC,98725SC,Miles Nelson Manufacturing Co Ltd,1915
DORMA 6600/30 NOOSA EXT PLATE HANDLE CYL HOLE CF SSS ,DO660030SSS,Batch,DO6600/30SSS,9.40E+12,Dormakaba New Zealand Ltd,1814
6606/30 NOOSA INT PLATE HANDLE PLAIN VF SSS,DO660630SSS,Batch,DO6606/30SSS,DF6606/30 SSS,Dormakaba New Zealand Ltd,1814
UNISEX SYMBOL SSS,SOPSSS326,Batch,CHASOPSSS326,SOPSSS326,Chase Graphics Ltd,5578
Durable Dot Studs stainless steel (pack of 100),RTF582-S550,FIFO,RTF582-S550,F582-S550,Reid & Twiname Ltd,1958
INDU 30/2P S LOCK ONLY,LAINDU82200,FIFO,LAINDU82200,INDU82200,Assa Abloy New Zealand Limited,6840
LOCKWOOD VERONA EURO LOCK FURN STANDARD HDL SET,LAVR10485SPEC,Batch,LAVR10485B,VR10485B,Assa Abloy New Zealand Limited,6840
INT PLN PLT w 59 LEVER,LA1905/59SC,FIFO,LA1905/59SC,L1905/59SC,Assa Abloy New Zealand Limited,6840
LOCKWOOD 1805 SERIES - EXTERNAL SQUARE END PLATE 59 LEVER - SATIN CHROME,LA1805-59SC,Batch,LA1805/59SC,L1805/59SC,Assa Abloy New Zealand Limited,6840
HDL MIRANDA SERIES - PASSAGE FURNITURE SET STAINLESS STEEL,HDLM05PS,Batch,HDLM05PS,TLL-004-PS,Condor Hardware Limited,1790
HDL MIRANDA SERIES - PRIVACY FURNITURE SET STAINLESS STEEL,HDLM05PVS,Batch,HDLM05PVS,TTL-004-BK,Condor Hardware Limited,1790
KICKPLATE 780X300.1.2,KP780300SSS,Batch,KP780300SSS,KP780300SSS,Glenside Engineering,1872
KICKPLATE 905X250.1.2,KP905250SSS,FIFO,KP905250SSS,KP905250SSS,Glenside Engineering,1872
KICKPLATE 910X250.1.2,KP910250SSS,FIFO,KP910250SSS,KP910250SSS,Glenside Engineering,1872
KICKPLATE 915X250.1.2,KP915250SSS,FIFO,KP915250SSS,KP915250SSS,Glenside Engineering,1872
KICKPLATE 920X250.1.2,KP920250SSS,FIFO,KP920250SSS,KP920250SSS,Glenside Engineering,1872
KICKPLATE 845X250.1.2,KP845250SSS,FIFO,KP845250SSS,KP845250SSS,Glenside Engineering,1872
HDL 6000 MORTICE SERIES - STORE ROOM LOCK FUNCTION 60MM BACKSET - STAINLESS STEEL,HDLMORTSTORESSS,FIFO,HDLMORTSTORESSS,BOM,HDL,5407
HDL 6000 MORTICE SERIES - PRIVACY LOCK FUNCTION 60MM BACKSET - STAINLESS STEEL,HDLMORTPRIVACYSSS,FIFO,HDLMORTPRIVACYSSS,BOM,HDL,5407
HDL - 6000 PRIMARY MORTICE LOCK - STAINLESS STEEL,HDL6000SSS,FIFO,HDL6000SSS,6000 SSS,"Nova Hardware MFG (Shanghai) Co., Ltd",5391
HDL 7404 SERIES - INTERIOR PLAIN PLATE WITH LEVER 316 STAINLESS STEEL,HDL7404,FIFO,HDL7404,HDL7404,Jiangmen Union Hardware Co. Ltd,5300
"HDL 7401 SERIES - EXTERIOR PLATE WITH LEVER AND CYLINDER, 316 STAINLESS STEEL",HDL7401,FIFO,HDL7401,HDL7401,Jiangmen Union Hardware Co. Ltd,5300
LEGGE 704 SERIES - ALPHA 29 LEVER ON EXTERNAL PLATE WITH INDICATING EMERGENCY RELEASE - SATIN CHROME PLATE,LA704INDS,Batch,LPAL704INDS,LA704INDS,Allegion (New Zealand) Limited,6833
LEGGE 754 SERIES - ALPHA 29 LEVER ON INTERNAL PLATE WITH RH ACCESSIBLE TURN - SATIN CHROME PLATE,LA754RS,Batch,LPAL754RS,LA754RS,Allegion (New Zealand) Limited,6833
LOCKWOOD SP3572-5250 THUMBTURN ADAPTOR,LASP35725250,Batch,LASP35725250,LSP3572-5250,Assa Abloy New Zealand Limited,6840
LEGGE 6008 SERIES - OVAL CYLINDER ESCUTCHEON - SATIN CHROME PLATE,L6008S,Batch,LP6008S,L6008S,Allegion (New Zealand) Limited,6833
BATTERY CR1616 3 VOLT,1616,FIFO,CR1616,CR1616,BLAIR AGENCIES LTD,85
YAL EXTN LINK 57MM-127MM B/SET,LAMC303,Batch,LAMC303,MC303-TL,Assa Abloy New Zealand Limited,6840
YALE ORBIT SERIES - ENTR SET 60/70 LS - POLISHED BRASS,MCN3Y00LS-TL,Batch,LAMCN3Y00LS,MCN3Y00LS-TL,Assa Abloy New Zealand Limited,6840
PROJECTION KEY CUT,K1PROJECTIONKEY,FIFO,K1PROJECTIONKEY,,Lsc NZ Ltd,1898
MANUSA VECTOR SWING DOOR OPERATOR PUSH,MANUSA VECTOR SWING PUSH,FIFO,VECTOR SWING PUSH,BOM,"Manusa Door Systems, S.L.U",1904
LEGGE 6014 SERIES - EMERGENCY RELEASE INDICATING - SATIN CHROME PLATE,L6014S,Batch,LP6014S,L6014S,Allegion (New Zealand) Limited,6833
LEGGE 714 SERIES - ALPHA 29 LEVER ON INTERNAL PLATE WITH TURN - SATIN CHROME PLATE,LA714S,Batch,LPAL714S,LA714S,Allegion (New Zealand) Limited,6833
LEGGE 991 MULTIFUNCTION LK,LPMF991S,Batch,LPMF991S,L91MFS,Allegion (New Zealand) Limited,6833
BRITON 370 SERIES - 378 RIM PANIC LATCH SILVER,B378E-SE,Batch,BRIT378E,B378E/SE,Allegion (New Zealand) Limited,6833
D&W OFFSET ENTRANCE HANDLE 19MM X 900MM SS B2B,1674-900.19SSS,FIFO,DW1674-900.19SSS,1674-900.19SSS,Drake And Wrigley,1815
WINDSOR 5133 SERIES - AUTO DOOR HOLDER - ROMAN BRASS,5133-RB,Batch,WIN5133RB,5133-RB,Windsor Brass,2019
DORMA BTS 2300 SEALING COMPOUND,DORBTS2300SEAL,Batch,DORBTS2300SEAL,2300,Dormakaba New Zealand Ltd,1814
DORMA BTS84 EN4 NHO FLOOR SPRING WITH CEMENT CASE AND STD SPINDLE,DOBTS84NHO,Batch,DOBTS84NHO,81100002,Dormakaba New Zealand Ltd,1814
LOCKWOOD VELOCITY SERIES - VSR1 DOOR HANDLE PASSAGE SET LEVER 5 - SATIN CHROME,LAVSR1/L5SC,Batch,LAVSR1/L5SC,VSR1/L5SC,Assa Abloy New Zealand Limited,6840
ALBANY EDV 5P LKG D HDL/PULL,LAAL901210P,FIFO,LAAL901210P,AL901210P,Assa Abloy New Zealand Limited,6840
LEGGE 6010 ROUND ESCUTCHEON WITH DISABLED TURN,LP6010C,Batch,LP6010S,L6010S,Allegion (New Zealand) Limited,6833
LEGGE S SLIDING LOCK CASE ONLY SC,LPSPRIMARY,Batch,LPSPRIMARY,L9SS,Allegion (New Zealand) Limited,6833
LOCKWOOD EXT PLATE CYL & LEVER,LA20001NA/70LSS,Batch,LA20201NA/96RSS,L20201NA/96RSS,Assa Abloy New Zealand Limited,6840
MILES NELSON - CABIN HOOK 276-8 - 100MM - SATIN CHROME,276SC08100BP,Batch,MN2768100S,276SC08100BP,Miles Nelson Manufacturing Co Ltd,1915
LEGGE  Z990260 CAM ADAPTOR 6B,LPSPADAPT6B,FIFO,LPSPADAPT6B,Z990260,Allegion (New Zealand) Limited,6833
"HDL RUA SERIES - FURNITURE PAIR - 53MM PUNCH ROSE, BRASS INSET- SATIN STAINLESS STEEL",HDLRUAFURNSSS,FIFO,HDLRUAFURNSSS,NHB0172SSS-PASSAGE,Jiangmen Union Hardware Co. Ltd,5300
HDL - KI CYLINDER ESCUTCHEON - STAINLESS STEEL,HDLESCCYLSSS,Batch,HDLESCCYLSSS,ESC-02,Jiangmen Union Hardware Co. Ltd,5300
HDL - KOKI TURN ESCUTCHEON - STAINLESS STEEL,HDLESCTURNSSS,Batch,HDLESCTURNSSS,TRS-005,Jiangmen Union Hardware Co. Ltd,5300
CONSUM,3065,,/3065,,JA Russell Electrical Supplies,138
LEGGE #9A CAM ADAPTOR (991ONLY) - ANTI LOCK OUT ADAPTOR AND SCREW,ZMK5901,FIFO,LPSPADAPT9A,ZMK5901,Allegion (New Zealand) Limited,6833
LOCKWOOD VELOCITY SERIES - VSR0 ROUND MORTICE LEVER SET LEVER 4 - SATIN CHROME,LAVSR0/L4SC,Batch,LAVSR0/L4SC,VSR0/L4SC,Assa Abloy New Zealand Limited,6840
LCN 4040XP SERIES - REG DOOR CLOSER - 1-6 SILVER GREY,LCC24081,Batch,LCN4040SG,LCC24081,Allegion (New Zealand) Limited,6833
KEY CUT TO CODE,KEYCUT,FIFO,KEYCUT,BOM,,#N/A
995 MF WOODLK 30MM SCP,LP99530WS,Batch,LP99530WS,L95MFWS30,Allegion (New Zealand) Limited,6833
TORK T4 TOILET ROLL DISPENSER 557000,TORKT4,Batch,TORKT4WH,TORKT4WH,The Locksmiths,178
LOCKWOOD CLUTHA D/LOCK 22MM BOLT CT SHORT THROW,LAMC590STCTSC,Batch,LAMC590STCTSC,MC590STCTSC,Assa Abloy New Zealand Limited,6840
SCHLAGE MODA SERIES ALYSSIA PASSAGE LEVER SET,SRG31ALSC,FIFO,SRG31ALSC,SRG31ALSC,Allegion (New Zealand) Limited,6833
MISC,MISC,,MISC,MISC,HDL,5407
KABA 270 ROSE ESCUTCHEON - TURN-,KBFA272,Batch,KBFA272SCP,FA272SCP,Dormakaba New Zealand Ltd,1814
RAVEN - RP114 DOOR BOTTOM FIRE/SMOKE CA 915MM ,RAOEM114C915,FIFO,RAOEM114C915,OEM114C915,Raven Products Ltd,1955
E-LOK 9 SERIES SMART LEVER SET,EH705-0-BLK,Batch,EH905-0-BLK,905-0-BLK,ELEMENTS HARDWARE LTD,1826
WINDSOR 7064 SERIES - 450MM PULL 25MM SQUARE OFFSET - STAINLESS STEEL,7064-SS,Batch,WIN7064SS,7064-SS,Windsor Brass,2019
